satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.44,0.66,3,162,2,0,0,0,sales,medium
0.1,0.83,6,300,4,0,1,0,marketing,medium
0.76,0.77,4,169,10,0,0,0,management,medium
0.09,0.77,6,244,4,0,1,0,marketing,low
0.54,0.75,3,240,3,0,0,0,support,medium
0.11,0.97,6,288,4,0,1,0,support,medium
0.14,0.83,5,175,6,1,0,0,IT,low
0.87,0.38,4,183,5,0,0,0,support,medium
0.82,0.94,5,236,5,0,1,0,sales,low
0.51,0.56,4,168,2,0,0,0,sales,low
0.69,0.5,3,208,4,0,0,0,hr,low
0.96,1,5,162,3,0,0,0,accounting,low
0.65,0.63,4,143,8,0,0,0,management,medium
0.39,0.46,2,127,3,0,1,0,management,low
0.77,1,4,232,5,0,1,0,technical,medium
0.69,0.66,5,106,5,0,0,0,sales,low
0.72,0.95,4,220,5,0,1,0,product_mng,low
0.13,0.78,6,152,2,0,1,0,support,low
0.99,0.68,4,190,3,0,0,0,technical,low
0.48,0.67,5,273,3,0,0,0,support,medium
0.7,0.88,3,159,2,0,0,0,IT,high
0.11,0.8,6,285,4,0,1,0,accounting,medium
0.45,0.46,2,142,3,0,1,0,support,medium
0.76,0.87,5,262,5,0,1,0,support,low
0.41,0.56,2,143,3,0,1,0,technical,low
0.81,0.55,4,217,8,0,0,0,accounting,medium
0.41,0.46,2,151,3,0,1,0,product_mng,low
0.38,0.52,2,161,3,0,1,0,IT,medium
0.54,0.94,6,294,3,0,1,0,sales,medium
0.4,0.46,2,149,3,0,1,0,technical,medium
0.39,0.57,2,130,3,0,1,0,hr,low
0.43,0.53,2,146,3,0,1,0,marketing,low
0.69,0.43,5,113,8,0,0,0,technical,medium
0.31,0.77,4,149,3,0,1,0,sales,medium
0.2,0.59,6,113,3,0,0,0,management,high
0.28,0.55,4,208,4,0,0,0,marketing,medium
0.36,0.52,2,137,3,0,1,0,marketing,low
0.59,0.75,3,106,2,0,0,0,accounting,low
0.4,0.48,2,142,3,0,1,0,marketing,low
0.11,0.9,7,245,4,0,1,0,RandD,medium
0.86,0.95,4,241,5,0,1,0,accounting,low
0.52,0.72,3,253,3,0,0,0,accounting,low
0.42,0.54,2,159,3,0,1,0,sales,medium
0.5,0.91,3,240,3,0,0,0,sales,low
0.72,0.99,3,143,4,0,0,0,sales,low
0.61,0.58,2,264,4,0,1,0,technical,low
0.51,0.55,2,102,7,0,0,1,management,medium
0.1,0.77,7,291,4,0,1,0,accounting,low
0.6,0.85,3,209,2,1,0,0,technical,medium
0.62,0.64,3,240,2,0,0,0,technical,medium
0.1,0.82,6,266,4,0,1,0,IT,low
0.45,0.57,2,148,3,0,1,0,marketing,high
0.1,0.77,7,250,5,0,1,0,RandD,medium
0.26,0.85,6,152,4,0,0,0,support,medium
0.09,0.95,6,304,4,0,1,0,sales,low
0.63,0.94,3,179,2,0,1,0,support,medium
0.57,0.61,4,158,5,0,1,0,support,medium
0.16,0.63,6,286,7,0,0,1,sales,medium
0.1,0.9,7,286,4,0,1,0,sales,low
0.99,0.78,4,140,3,0,0,0,sales,medium
0.7,0.9,3,225,2,0,0,0,sales,low
0.39,0.51,2,129,3,0,1,0,IT,low
0.78,1,5,236,5,0,1,0,sales,medium
0.4,0.54,2,141,3,0,1,0,technical,medium
0.97,0.85,4,219,3,0,0,0,technical,medium
0.14,0.62,4,158,4,1,1,0,technical,low
0.58,0.76,3,220,3,0,0,0,support,medium
0.74,0.74,3,156,3,0,0,0,support,medium
0.66,0.81,3,174,3,0,0,0,technical,low
0.37,0.46,2,157,3,0,1,0,support,medium
0.11,0.96,6,280,4,0,1,0,support,low
0.31,0.63,3,150,3,1,0,0,sales,medium
0.1,0.81,6,308,4,0,1,0,IT,medium
0.81,0.9,4,226,5,0,1,0,product_mng,medium
0.11,0.91,6,278,4,0,1,0,marketing,low
0.29,0.39,6,105,6,0,0,0,technical,medium
0.99,0.6,4,209,8,1,0,0,IT,medium
0.16,0.93,6,218,6,1,0,0,product_mng,high
0.58,0.9,3,209,2,0,0,0,management,high
0.78,0.84,3,269,2,0,0,0,technical,medium
0.36,0.52,2,157,3,0,1,0,technical,low
0.39,0.5,2,135,3,0,1,0,support,low
0.43,0.54,2,130,3,0,1,0,sales,low
0.37,0.45,2,149,3,0,1,0,sales,low
0.09,0.77,6,282,5,0,1,0,sales,medium
0.15,0.86,3,204,4,0,0,0,support,medium
0.11,0.79,6,292,4,0,1,0,IT,low
0.17,0.55,6,250,5,0,1,0,sales,medium
0.78,0.87,5,256,5,0,1,0,support,medium
0.65,0.54,4,147,10,0,0,0,sales,low
0.4,0.54,2,148,3,0,1,0,support,low
0.43,0.68,3,197,2,0,0,0,technical,low
0.27,0.59,5,226,5,0,0,0,sales,low
0.09,0.97,7,268,4,0,1,0,support,medium
0.74,0.77,3,211,3,0,0,0,management,high
0.78,0.86,4,249,5,0,1,0,sales,medium
0.31,0.86,3,205,5,0,0,0,product_mng,low
0.94,0.49,4,176,8,0,0,0,management,medium
0.42,0.53,2,158,3,0,1,0,support,low
0.66,0.59,5,262,2,0,0,0,technical,medium
0.37,0.52,2,157,3,0,1,0,sales,low
0.84,0.68,3,231,3,0,0,0,product_mng,low
0.37,0.63,4,167,3,0,0,0,IT,low
0.43,0.57,2,151,3,1,1,0,hr,low
0.84,0.37,5,186,2,0,0,0,technical,medium
0.81,0.68,5,230,2,0,0,0,support,medium
0.4,0.55,2,150,3,0,1,0,IT,medium
0.64,0.42,5,283,5,0,0,0,marketing,low
0.74,0.88,4,248,6,0,1,0,accounting,low
0.39,0.45,2,140,3,0,1,0,sales,medium
0.37,0.5,2,142,3,0,1,0,sales,low
0.73,0.75,3,259,4,0,0,0,marketing,medium
0.65,0.77,4,205,3,0,0,0,sales,low
0.32,0.5,2,135,5,0,1,0,sales,low
0.11,0.89,6,250,4,0,1,0,RandD,low
0.1,0.85,6,273,4,0,1,0,sales,medium
0.11,0.9,6,254,4,0,1,0,technical,low
0.94,0.59,3,151,2,0,0,0,sales,low
0.1,0.85,6,260,4,0,1,0,sales,low
0.1,0.83,7,302,5,0,1,0,IT,medium
0.48,1,3,216,2,0,0,0,technical,low
0.67,0.49,3,247,10,0,0,0,sales,medium
0.74,0.73,3,156,8,0,0,0,management,medium
0.61,0.71,4,243,3,1,0,0,technical,low
0.97,0.57,4,150,2,0,0,0,IT,medium
0.91,0.55,4,179,4,0,0,0,IT,low
0.9,0.48,4,136,7,0,0,0,IT,low
0.89,0.99,5,257,5,0,1,0,accounting,medium
0.37,0.49,2,151,3,0,1,0,technical,high
0.37,0.49,2,151,3,0,1,0,technical,medium
0.37,0.55,2,140,3,0,1,0,technical,low
0.43,0.49,2,131,3,0,1,0,RandD,high
0.09,0.98,6,271,4,0,1,0,sales,low
0.45,0.54,2,140,3,0,1,0,support,low
0.65,1,4,229,4,0,0,0,product_mng,low
0.38,0.49,2,140,3,0,1,0,sales,medium
0.36,0.52,2,137,3,1,1,0,sales,medium
0.3,0.44,3,129,2,0,0,0,technical,medium
0.97,0.54,3,154,8,1,0,0,sales,medium
0.78,0.93,5,225,5,0,1,0,sales,low
0.42,0.8,4,259,7,1,0,0,sales,medium
0.76,0.89,5,238,5,0,1,0,technical,high
0.49,0.94,4,175,3,0,0,0,sales,medium
0.21,0.44,4,163,6,0,0,0,sales,high
0.81,1,4,253,5,0,1,0,technical,low
0.43,0.57,2,135,3,0,1,0,support,low
0.48,0.55,3,228,2,0,0,0,support,low
0.22,0.8,4,287,4,0,0,0,RandD,low
0.09,0.83,7,258,4,0,1,0,product_mng,low
0.64,0.48,3,147,7,0,0,0,sales,high
0.67,0.55,3,217,2,0,0,0,RandD,high
0.42,0.46,2,147,3,0,1,0,sales,low
0.1,0.77,6,310,4,0,1,0,technical,medium
0.72,0.5,3,257,6,0,0,0,IT,low
0.44,0.55,2,135,3,0,1,0,support,low
0.1,0.96,7,255,4,0,1,0,marketing,medium
0.61,0.98,3,267,3,0,0,0,technical,low
0.97,0.97,5,192,2,0,0,0,sales,low
0.82,0.86,4,264,5,0,1,0,management,medium
0.86,0.97,5,269,5,0,1,0,sales,medium
0.41,0.54,2,133,3,0,1,0,sales,medium
0.81,0.88,5,242,5,0,1,0,support,medium
0.1,0.87,7,247,4,0,1,0,marketing,low
0.89,0.55,5,251,10,0,0,0,management,high
0.97,0.66,4,149,2,0,0,0,accounting,low
0.82,0.91,5,232,5,0,1,0,technical,low
0.6,0.62,3,135,2,0,0,0,sales,medium
0.11,0.77,6,247,4,0,1,0,technical,medium
0.11,0.91,6,278,4,0,1,0,support,medium
0.46,0.54,2,143,3,0,1,0,sales,medium
0.69,0.65,3,153,2,0,0,0,marketing,medium
0.18,0.52,5,185,6,0,0,0,product_mng,high
0.38,0.88,3,154,4,0,1,0,technical,medium
0.49,0.89,4,201,8,0,0,0,sales,medium
0.83,0.77,3,228,3,0,0,0,sales,medium
0.48,0.37,3,181,2,0,0,0,IT,low
0.56,0.75,5,236,2,0,1,0,sales,medium
0.11,0.8,6,286,4,0,1,0,sales,low
0.43,0.46,2,156,3,0,1,0,technical,low
0.14,0.56,5,259,4,1,0,0,IT,low
0.1,0.86,7,261,5,0,1,0,technical,low
0.69,0.56,4,178,3,0,0,0,support,medium
0.85,1,4,234,5,0,1,0,hr,low
0.42,0.57,2,154,3,1,1,0,marketing,medium
0.42,0.5,2,143,3,0,1,0,hr,low
0.39,0.57,2,145,3,0,1,0,accounting,medium
0.74,1,5,275,5,0,1,0,sales,low
0.71,0.93,5,140,8,0,0,0,marketing,medium
0.7,0.56,4,214,3,0,0,1,management,medium
0.75,0.66,5,177,2,0,0,0,sales,low
0.61,0.77,4,142,3,0,0,0,support,medium
0.76,0.72,3,263,3,0,0,0,product_mng,medium
0.78,0.86,5,274,5,0,1,0,sales,low
0.39,0.57,2,157,3,0,1,0,sales,medium
0.79,0.51,4,237,2,0,0,0,IT,low
0.92,0.85,5,259,5,0,1,0,sales,low
0.09,0.8,6,304,4,0,1,0,technical,low
0.8,0.96,4,268,3,0,0,0,technical,medium
0.48,0.77,6,274,6,0,0,0,product_mng,medium
0.57,0.59,4,250,2,0,0,0,support,low
0.11,0.84,7,264,4,0,1,0,technical,medium
0.86,1,4,256,3,0,0,0,technical,medium
0.66,0.81,4,148,4,0,0,0,product_mng,low
0.75,0.79,4,263,3,0,0,1,marketing,medium
0.84,0.65,2,140,3,0,0,0,IT,low
0.68,0.54,4,146,4,0,0,1,marketing,medium
0.48,0.54,2,144,3,0,0,0,accounting,low
0.09,0.87,5,263,4,0,1,0,IT,low
0.55,1,6,136,3,0,1,0,support,low
0.56,0.66,4,264,3,0,0,0,sales,low
0.78,0.96,4,241,5,0,1,0,technical,low
0.46,0.69,2,159,2,0,0,0,sales,low
0.7,0.53,4,178,2,0,0,0,marketing,medium
0.1,0.88,6,284,4,0,1,0,sales,low
0.97,0.61,3,165,2,0,0,0,RandD,low
0.62,0.58,3,202,2,0,0,0,support,medium
0.44,0.51,2,219,4,0,0,0,sales,low
0.1,0.95,7,301,4,0,1,0,marketing,low
0.44,0.56,2,134,3,0,1,0,technical,medium
0.09,0.88,7,265,4,0,1,0,sales,medium
0.38,0.55,2,134,3,0,1,0,IT,low
0.93,0.88,4,177,3,0,0,0,technical,low
0.46,0.57,2,145,3,0,1,0,sales,low
0.39,0.54,2,154,3,0,1,0,marketing,low
0.75,0.74,6,134,3,0,1,0,support,medium
0.48,0.5,5,142,4,0,0,0,IT,medium
0.87,1,4,228,5,0,1,0,support,medium
0.72,0.99,4,239,3,0,0,0,marketing,medium
0.1,0.96,6,303,4,0,1,0,sales,low
0.3,0.7,5,280,4,1,0,0,accounting,low
0.56,0.87,3,146,10,0,0,0,sales,low
0.51,0.73,4,229,3,0,0,0,sales,low
0.82,0.79,3,176,3,0,0,0,technical,low
0.42,0.53,2,131,3,0,1,0,accounting,medium
0.65,0.4,2,141,2,0,0,0,IT,low
0.65,0.7,4,157,4,0,0,0,support,medium
0.85,0.94,5,235,4,0,0,0,sales,low
0.76,0.85,5,236,6,0,1,0,technical,medium
0.74,0.62,4,236,4,0,0,0,sales,low
0.41,0.47,4,104,3,0,0,0,sales,low
0.22,0.7,4,159,5,0,0,0,management,low
0.74,0.99,4,233,5,0,1,0,IT,low
0.4,0.5,2,141,3,1,1,0,technical,low
0.36,0.51,2,143,3,0,1,0,technical,low
0.6,0.89,3,167,4,0,0,0,RandD,medium
0.51,0.51,4,204,2,0,0,0,technical,low
0.52,0.8,3,252,4,0,0,0,product_mng,low
0.46,0.54,2,158,3,0,1,0,support,medium
0.78,0.77,3,244,2,0,0,0,technical,medium
0.77,0.98,5,259,6,0,1,0,product_mng,low
0.74,0.49,4,233,3,0,0,0,sales,medium
0.11,0.74,6,290,5,0,1,0,technical,medium
0.82,0.83,3,271,2,0,0,0,technical,medium
0.71,0.78,4,227,2,0,0,0,support,low
0.79,0.5,5,176,3,0,0,0,support,high
0.36,0.62,4,237,2,0,1,0,technical,medium
0.44,0.56,2,145,3,0,1,0,support,medium
0.73,0.58,5,230,3,0,0,0,sales,low
0.91,0.58,3,220,7,0,0,1,sales,low
0.45,0.47,2,136,3,0,1,0,sales,medium
0.92,0.89,4,241,5,0,1,0,technical,low
0.09,0.91,6,275,4,0,1,0,hr,medium
0.66,0.95,3,191,3,0,0,0,technical,medium
0.75,0.83,5,262,5,0,1,0,product_mng,low
0.22,0.94,3,193,10,0,0,1,management,high
0.37,0.47,2,148,3,0,1,0,hr,low
0.5,0.79,3,186,3,0,0,0,sales,high
0.39,0.56,2,135,3,0,1,0,hr,low
0.89,0.79,3,149,2,0,1,0,support,medium
0.48,0.49,3,268,3,0,0,0,hr,low
0.65,0.74,4,233,4,1,0,0,management,low
0.51,0.52,3,188,3,0,0,0,technical,high
0.78,0.99,3,151,3,1,0,0,product_mng,low
0.9,0.69,4,174,2,0,0,0,product_mng,low
0.39,0.54,2,155,3,0,1,0,support,low
0.37,0.53,2,147,3,0,1,0,RandD,low
0.93,0.68,4,196,2,1,0,0,support,low
0.85,0.89,4,221,5,0,1,0,technical,low
0.93,0.95,6,147,3,0,0,0,technical,low
0.59,0.56,4,221,3,1,0,0,technical,low
0.48,0.95,3,184,2,0,0,0,RandD,high
0.1,0.79,6,291,4,0,1,0,sales,low
0.91,0.75,2,147,3,0,0,0,marketing,low
0.56,0.71,5,244,3,0,0,0,product_mng,low
0.98,0.55,4,255,2,0,0,0,support,low
0.37,0.48,2,137,3,0,1,0,technical,medium
0.77,0.75,4,223,3,0,0,0,technical,medium
0.82,0.89,4,239,2,0,0,0,product_mng,medium
0.9,0.53,3,215,3,0,0,0,marketing,low
0.4,0.56,2,149,3,0,1,0,accounting,low
0.75,0.93,5,229,5,0,1,0,sales,low
0.39,0.56,2,147,3,0,1,0,sales,medium
0.2,0.89,6,244,3,0,0,0,RandD,low
0.49,0.58,3,136,4,1,0,0,technical,low
0.42,0.46,2,131,3,0,1,0,support,medium
0.27,0.42,6,173,7,0,0,0,sales,medium
0.77,1,4,272,5,0,1,0,sales,medium
0.11,0.85,7,272,4,0,1,0,accounting,low
0.79,1,4,229,5,1,1,0,management,medium
0.73,1,4,268,5,0,1,0,sales,medium
0.51,0.58,2,181,4,0,0,0,support,medium
0.98,0.66,5,248,3,0,0,0,technical,medium
0.46,0.58,4,171,3,0,0,0,product_mng,low
0.1,0.93,6,298,4,0,1,0,technical,medium
0.37,0.46,2,149,3,0,1,0,marketing,high
0.43,0.46,2,126,3,0,1,0,sales,medium
0.81,0.85,3,263,3,1,0,0,IT,low
0.81,0.99,4,259,5,0,1,0,sales,low
0.54,0.5,2,123,4,1,0,0,accounting,low
0.82,0.51,2,268,2,0,0,0,management,high
0.38,0.49,2,155,3,0,1,0,marketing,low
0.1,0.94,6,285,4,0,1,0,support,medium
0.45,0.54,2,138,3,0,1,0,technical,medium
0.11,0.88,7,272,4,0,1,0,sales,medium
0.5,0.81,3,148,2,0,0,0,sales,low
0.83,0.74,3,221,2,0,0,0,support,medium
0.1,0.79,6,275,4,0,1,0,management,low
0.87,0.88,5,231,6,0,1,0,sales,medium
0.87,0.75,4,218,2,0,0,0,sales,low
0.7,0.53,2,274,4,0,1,0,sales,low
0.46,0.62,2,187,3,0,0,0,hr,low
0.1,0.93,6,258,4,0,1,0,RandD,medium
0.39,0.91,2,212,2,0,0,0,management,high
0.79,0.89,4,240,3,0,0,0,sales,medium
0.61,0.55,4,231,3,0,0,0,technical,low
0.46,0.48,2,129,3,0,1,0,sales,low
0.77,0.93,5,182,4,0,0,0,support,medium
0.66,0.99,5,244,3,0,0,0,technical,medium
0.72,0.53,3,179,3,0,0,0,support,low
0.76,0.62,3,150,2,1,0,0,technical,medium
0.41,0.38,4,142,10,1,0,0,support,low
0.92,0.85,3,207,2,0,0,0,support,low
0.87,0.84,5,231,5,0,1,0,IT,low
0.44,0.5,2,148,3,0,1,0,accounting,medium
0.64,0.87,4,157,7,0,0,0,marketing,low
0.44,0.56,2,133,3,0,1,0,technical,medium
0.44,0.51,2,152,3,0,1,0,product_mng,medium
0.79,0.84,4,240,5,0,1,0,sales,medium
0.84,0.74,3,182,4,0,1,0,technical,low
0.7,0.84,3,260,4,1,0,0,support,medium
0.78,0.51,4,278,3,0,0,0,management,medium
0.74,1,5,248,5,0,1,0,support,medium
0.62,0.59,3,128,3,0,0,0,RandD,medium
0.39,0.55,2,146,3,0,1,0,sales,low
0.61,0.68,5,225,4,0,0,0,technical,low
0.09,0.89,6,282,4,0,1,0,support,low
0.77,0.48,5,262,7,0,0,0,IT,medium
0.93,0.7,3,159,2,0,0,0,sales,medium
0.46,0.57,2,154,3,0,1,0,IT,low
0.36,0.44,5,155,3,0,0,0,technical,medium
0.11,0.93,7,308,4,0,1,0,IT,medium
0.09,0.86,6,245,4,0,1,0,sales,low
0.45,0.52,2,105,3,0,0,0,technical,low
0.73,0.55,4,171,4,0,0,0,sales,medium
0.82,0.83,4,245,5,1,1,0,sales,low
0.37,0.57,2,158,3,0,1,0,technical,low
0.58,0.67,5,133,10,0,0,0,technical,medium
0.81,0.61,2,176,5,0,0,1,marketing,low
0.44,0.51,2,145,3,0,1,0,support,low
0.24,0.82,5,179,6,0,0,0,technical,medium
0.8,0.85,5,242,3,0,0,0,support,high
0.46,0.46,2,140,3,0,1,0,technical,low
0.42,0.57,2,147,3,1,1,0,management,low
0.91,0.99,5,254,5,0,1,0,technical,medium
0.39,0.54,2,132,3,0,1,0,support,low
0.86,0.98,5,233,3,0,0,0,technical,low
0.24,0.65,6,194,3,0,0,0,technical,low
0.6,0.79,4,262,3,0,0,0,sales,low
0.53,0.73,4,248,2,0,0,0,technical,medium
0.45,0.57,2,136,3,0,1,0,sales,low
0.95,0.5,4,259,3,0,0,0,sales,low
0.75,0.85,3,250,6,0,0,0,technical,medium
0.76,0.63,3,162,2,0,0,0,sales,medium
0.81,0.91,4,229,5,0,1,0,support,low
0.91,0.57,3,164,3,0,0,0,technical,medium
0.83,0.85,5,237,5,0,1,0,marketing,medium
0.09,0.82,6,249,4,0,1,0,technical,medium
0.82,0.59,5,201,3,0,0,0,RandD,low
0.85,0.87,6,232,5,0,0,0,management,high
0.45,0.54,2,152,3,0,1,0,sales,low
0.41,0.48,2,136,3,0,1,0,marketing,medium
0.83,0.6,4,161,2,0,0,0,management,high
0.41,0.57,2,136,3,0,1,0,support,low
0.24,0.85,4,155,5,0,0,0,product_mng,low
0.6,0.45,3,104,4,0,0,0,IT,low
0.84,0.92,4,274,3,0,0,0,management,medium
0.53,0.56,4,281,6,0,1,0,hr,medium
0.69,0.9,3,185,4,0,0,0,product_mng,low
0.91,0.61,4,243,2,1,0,0,accounting,low
0.38,0.49,4,196,3,0,0,1,management,high
0.41,0.54,2,153,3,1,1,0,sales,low
0.91,0.95,3,251,3,0,0,0,RandD,low
0.66,0.78,4,161,6,0,0,0,IT,low
0.64,0.52,4,207,3,0,0,0,hr,low
0.78,0.96,3,202,4,1,0,0,marketing,medium
0.88,0.74,3,273,10,0,0,0,sales,medium
0.51,0.41,6,106,5,0,0,0,sales,medium
0.99,0.79,4,192,3,0,0,0,hr,low
0.3,0.47,4,176,2,0,0,0,sales,low
0.42,0.47,2,135,3,0,1,0,sales,low
0.43,0.39,5,198,5,0,0,0,RandD,medium
0.51,0.49,4,234,2,0,0,0,sales,medium
0.83,0.52,3,167,2,1,0,0,IT,low
0.69,0.76,5,222,3,1,0,0,sales,low
0.1,0.89,6,280,4,0,1,0,product_mng,medium
0.43,0.51,2,132,3,0,1,0,sales,medium
0.36,0.51,2,157,3,0,1,0,hr,medium
0.1,0.78,7,286,4,0,1,0,product_mng,low
0.6,0.92,2,258,5,0,1,0,sales,low
0.74,0.92,4,261,5,0,1,0,technical,medium
0.8,0.95,4,274,5,0,1,0,sales,low
0.74,0.63,3,230,2,0,0,0,product_mng,low
0.48,0.8,4,268,3,0,0,0,RandD,medium
0.81,0.67,4,216,3,0,0,0,IT,low
0.84,0.79,4,259,3,0,0,0,RandD,medium
0.73,0.92,5,232,5,0,1,0,sales,low
0.6,0.95,5,205,3,0,0,0,accounting,medium
0.87,1,5,261,5,1,1,0,technical,medium
0.11,0.95,6,245,4,0,1,0,management,low
0.16,0.72,3,203,3,0,0,0,sales,medium
0.1,0.85,7,259,4,0,1,0,technical,low
0.11,0.79,7,306,4,0,1,0,product_mng,medium
0.34,0.97,6,157,5,1,1,0,RandD,low
0.38,0.55,2,131,3,0,1,0,marketing,low
0.39,0.5,4,294,3,0,1,0,technical,low
0.92,0.54,5,141,2,0,0,0,RandD,low
0.67,0.7,3,149,3,0,0,0,support,low
0.88,0.88,4,265,5,0,1,0,RandD,low
0.97,0.79,5,259,3,0,0,1,support,medium
0.74,0.63,4,170,2,0,0,0,IT,medium
0.86,0.96,5,245,6,0,1,0,accounting,medium
0.98,0.97,3,196,3,0,0,0,management,low
0.84,0.98,5,270,5,0,1,0,sales,low
0.1,0.86,6,283,4,0,1,0,support,low
0.88,0.86,3,187,3,0,0,0,marketing,low
0.73,0.69,4,161,3,0,0,0,IT,low
0.46,0.5,2,156,3,0,1,0,technical,medium
0.82,0.65,5,178,7,1,0,0,sales,medium
0.4,0.53,2,158,3,0,1,0,sales,low
0.1,0.95,7,301,4,0,1,0,sales,low
0.77,0.65,3,156,4,0,0,0,product_mng,medium
0.79,0.84,5,245,5,0,1,0,sales,medium
0.73,0.66,3,135,2,0,0,0,sales,medium
0.81,0.95,4,275,5,0,1,0,sales,medium
0.44,0.48,2,155,3,0,1,0,support,low
0.75,0.64,4,247,3,1,0,0,sales,medium
0.75,0.9,5,186,4,0,0,0,product_mng,low
0.53,0.61,3,148,10,0,0,0,management,high
0.97,0.86,5,135,3,0,0,0,hr,high
0.32,0.86,4,214,5,0,0,0,sales,medium
0.59,0.84,4,251,4,1,0,1,management,low
0.11,0.78,6,303,4,0,1,0,sales,medium
0.1,0.81,7,270,4,0,1,0,RandD,medium
0.77,0.91,4,239,3,1,0,0,product_mng,low
0.11,0.86,6,299,4,1,1,0,sales,low
0.62,0.71,5,149,2,0,0,0,RandD,low
0.84,0.87,3,271,3,0,0,0,marketing,low
0.24,0.5,4,282,4,1,0,0,support,low
0.39,0.57,2,150,3,0,1,0,support,low
0.66,0.7,4,161,3,0,0,0,RandD,low
0.82,0.92,5,225,5,0,1,0,sales,low
0.57,0.72,4,275,6,0,1,0,technical,medium
0.46,0.64,2,121,3,0,0,0,support,medium
0.36,0.73,4,276,2,0,1,0,sales,medium
0.09,0.86,7,309,4,0,1,0,technical,low
0.41,0.47,2,145,3,0,1,0,technical,low
0.52,0.66,4,139,3,0,0,0,sales,low
0.41,0.54,2,145,3,0,1,0,support,low
0.83,0.92,5,267,6,0,1,0,support,low
0.49,0.94,3,144,3,1,0,0,technical,medium
0.42,0.47,2,130,3,0,1,0,hr,low
0.77,0.75,6,246,6,0,0,0,sales,low
0.29,0.56,5,231,6,0,0,0,RandD,medium
0.43,0.52,2,160,3,0,1,0,technical,low
0.43,0.46,2,145,3,0,1,0,sales,low
0.1,0.82,7,284,4,0,1,0,accounting,low
0.91,0.63,5,240,7,0,0,0,sales,medium
0.29,0.57,5,134,2,0,0,1,marketing,medium
0.44,0.52,2,137,3,0,1,0,technical,medium
0.92,0.68,5,236,2,0,0,0,hr,low
0.74,0.95,5,266,10,0,0,1,management,high
0.42,0.54,2,143,3,0,1,0,product_mng,high
0.79,0.72,6,240,4,0,0,0,IT,low
0.33,0.96,5,97,3,0,0,0,support,medium
0.94,0.99,2,157,3,0,0,0,sales,medium
0.45,0.46,2,130,3,0,1,0,technical,low
0.44,0.5,2,154,3,0,1,0,accounting,medium
0.9,0.67,3,179,2,0,0,0,sales,low
0.64,0.5,4,253,10,0,0,1,management,high
0.81,0.92,5,259,3,0,0,0,IT,low
0.4,0.55,2,131,3,0,1,0,product_mng,medium
0.1,0.98,6,265,4,0,1,0,technical,low
0.11,0.84,6,298,4,0,1,0,sales,low
0.44,0.55,2,141,3,0,1,0,support,low
0.64,0.91,5,246,3,0,0,0,hr,low
0.51,0.97,4,258,2,0,0,0,sales,medium
0.66,0.48,3,192,3,1,0,0,sales,low
0.95,0.66,4,183,3,0,0,0,technical,low
0.89,0.96,3,179,8,0,0,0,management,high
0.7,0.53,4,152,3,0,0,0,technical,low
0.53,0.37,3,180,3,0,0,0,support,medium
0.1,0.94,6,255,4,0,1,0,technical,low
0.82,1,4,273,6,0,1,0,support,medium
0.69,0.63,4,217,3,0,0,0,technical,medium
0.65,1,4,249,3,0,0,0,sales,medium
0.58,0.98,5,218,3,0,0,0,RandD,low
0.1,0.83,6,295,4,0,1,0,product_mng,medium
0.42,0.97,6,259,4,0,1,0,management,high
0.1,0.79,6,249,4,0,1,0,RandD,low
0.44,0.48,2,143,3,0,1,0,technical,medium
0.57,0.82,4,269,2,0,0,0,technical,medium
0.44,0.55,2,136,3,0,1,0,technical,medium
0.91,0.94,5,257,5,0,1,0,technical,low
0.25,0.65,5,220,3,0,0,0,sales,low
0.68,0.48,4,251,4,0,0,0,support,high
0.49,0.4,2,148,2,1,0,1,management,high
0.4,0.5,2,129,3,0,1,0,IT,medium
0.99,0.97,4,208,3,0,0,0,management,medium
1,0.49,3,185,2,0,0,0,sales,low
0.45,0.66,3,111,4,0,0,0,sales,low
0.87,1,5,274,5,0,1,0,hr,low
0.4,0.49,2,160,3,0,1,0,marketing,low
0.98,0.53,3,234,3,0,0,0,sales,medium
0.85,0.58,4,186,7,0,0,0,sales,medium
0.42,0.56,2,143,3,0,1,0,support,medium
0.68,0.9,2,133,4,0,0,0,RandD,low
0.1,0.91,6,286,4,0,1,0,marketing,low
0.64,0.9,2,101,6,0,0,0,IT,low
0.84,0.75,3,187,3,1,0,0,technical,medium
0.79,0.99,3,194,4,0,0,0,sales,low
0.57,0.87,4,148,3,0,0,0,sales,high
0.52,0.53,2,163,2,0,0,0,marketing,low
0.69,0.64,5,265,2,1,0,0,support,high
0.77,0.62,3,218,2,0,0,0,support,medium
0.54,0.37,2,176,2,0,0,0,sales,low
0.39,0.47,2,142,3,0,1,0,technical,low
0.85,0.84,5,272,6,0,1,0,technical,medium
0.86,1,5,229,5,0,1,0,product_mng,low
0.92,0.44,3,260,8,0,0,0,sales,low
0.43,0.47,2,147,3,0,1,0,support,low
0.9,0.98,5,245,5,0,1,0,IT,low
0.48,0.49,4,242,2,1,0,0,support,medium
0.95,0.48,4,225,3,0,0,0,sales,medium
0.11,0.9,6,253,4,0,1,0,sales,medium
0.41,0.47,2,143,3,1,1,0,technical,low
0.82,0.81,4,233,4,1,1,0,support,low
0.82,0.85,3,214,2,0,0,0,support,high
0.19,0.97,6,269,6,0,0,0,hr,medium
